post_id,text,shared_text,time,reactions,comments,shares,like_reaction,haha_reaction,love_reaction,anger_reaction,wow_reaction,sorry_reaction,tokens
1399962816725957.0,☀ ou ❄ : il n’y a rien de meilleur que cette petite douceur… #ParcequeMcFlurry,,2017-08-28 10:00:00,15183,2425,741,0,0,0,0,0,0,"['rien', 'meilleur', 'cet', 'petit', 'parcequemcflurry']"
1384864111569161.0,On a tous un amour de vacances...,,2017-08-25 11:25:00,740,212,0,0,0,0,0,0,0,"['tous', 'amour', 'vacanc']"
1393348324054073.0,Vous êtes à deux doigts de craquer ! Et on comprend pourquoi : le triple cheeseburger est de retour ! 😋,,2017-08-22 10:44:18,5157,3052,251,0,0,0,0,0,0,"['deux', 'doigt', 'craqu', 'comprend', 'pourquoi', 'tripl', 'cheeseburg', 'retour']"
1399901933398712.0,On aura beau avoir le choix… #ParcequeBigMac,,2017-08-21 10:00:00,1280,479,68,1143,49,69,16,0,3,"['beau', 'avoir', 'parcequebigmac']"
1383568071698765.0,"Cet été, pour vos questions existentielles, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus 😉",,2017-08-19 11:30:00,228,41,10,206,10,12,0,0,0,"['cet', 'question', 'existentiel', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'plus']"
1386630831392489.0,#PoolParty !,,2017-08-16 10:00:00,434,83,29,396,16,19,0,2,1,['poolparty']
1383566875032218.0,"Cet été, pour vos rencards manqués, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus 😉",,2017-08-15 11:20:00,217,54,14,186,25,5,0,1,0,"['cet', 'rencard', 'manqu', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'plus']"
1383566168365622.0,"Cet été, pour vos illuminations nocturnes, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus 😉",,2017-08-12 11:20:00,197,50,9,178,7,9,2,1,0,"['cet', 'illumin', 'nocturn', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'plus']"
1397226706999568.0,Défi de l’été : partir à la conquête des nouveaux jouets Yo-Kai Watch ! A collectionner dès maintenant dans le Happy Meal !,,2017-08-09 17:00:00,1822,711,215,1647,8,91,64,10,2,"['def', 'part', 'conquêt', 'nouveau', 'jouet', 'watch', 'collection', 'des', 'mainten', 'happy', 'meal']"
1390595434329362.0,C’est l’heure du thé ! Les nouveaux jouets Hello Kitty débarquent dans le Happy Meal 😀,,2017-08-09 10:55:00,3939,3575,597,3407,20,419,19,71,3,"['heur', 'thé', 'nouveau', 'jouet', 'hello', 'kitty', 'débarquent', 'happy', 'meal']"
1384863264902579.0,Le plaisir des longues soirées d'été ...,,2017-08-07 17:55:00,729,196,43,648,5,71,2,3,0,"['plais', 'longu', 'soir']"
1383564298365809.0,"Cet été, pour vos rencontres improbables, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus… OKAY ?! 😉",,2017-08-05 11:15:00,702,385,94,514,144,38,3,2,1,"['cet', 'rencontr', 'improb', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'okay']"
1393327774056128.0,Vous savez ce qu’il vous reste à faire 😉,,2017-08-04 09:57:19,2348,323,45,1784,494,67,0,3,0,"['sav', 'rest', 'fair']"
1391702470885325.0,"🚨 A partir du 4 août, les verres Coca-Cola sont de retour chez McDonald’s ! 🚨",,2017-08-03 11:15:00,16273,8502,1071,14323,906,928,50,50,16,"['part', 'août', 'verr', 'retour', 'chez', 'mcdonald']"
1391694764219429.0,"En temps normal, Norman fait des vidéos sur Youtube, mais demain...",,2017-08-02 17:41:20,170,63,17,140,10,16,2,1,1,"['temp', 'normal', 'norman', 'fait', 'vidéos', 'youtub', 'demain']"
1383561701699402.0,"Cet été, pour vos débats lunaires, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus 😉",,2017-07-29 11:30:00,201,26,37,0,0,0,0,0,0,"['cet', 'débat', 'lunair', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'plus']"
1364744570247782.0,La bonne nouvelle de la semaine dès maintenant en restaurant 😀,,2017-07-25 10:55:00,9354,6658,990,0,0,0,0,0,0,"['bon', 'nouvel', 'semain', 'des', 'mainten', 'restaur']"
1383526981702874.0,👵 ❤️ 👴,,2017-07-24 11:15:00,12081,923,1171,0,0,0,0,0,0,[]
1380883881967184.0,"Cet été, pour tous les amateurs du « wrap game » et les autres, la plupart de vos restaurants restent ouverts jusqu’à minuit ou plus 😉",,2017-07-22 11:00:00,278,60,46,0,0,0,0,0,0,"['cet', 'tous', 'amateur', 'wrap', 'gam', 'autr', 'plupart', 'restaur', 'restent', 'ouvert', 'jusqu', 'minuit', 'plus']"
1378609528861286.0,"Psssst : ils vous attendent ! Retrouvez le minion danseur, le minion fusée et plein d’autres personnages de Moi, Moche et Méchant 3 dans le Happy Meal !",,2017-07-19 11:20:07,358,195,37,330,6,22,0,0,0,"['psssst', 'attendent', 'retrouv', 'minion', 'danseur', 'minion', 'fus', 'plein', 'autr', 'personnag', 'moch', 'mech', 'happy', 'meal']"
1377102119012027.0,,,2017-07-17 19:17:18,4752,638,0,0,0,0,0,0,0,['nan']
1376597009062538.0,Voilà ! #EmojiDay,,2017-07-17 10:55:00,906,90,0,0,0,0,0,0,0,"['voilà', 'emojiday']"
1369755353080037.0,"72h* après avoir été lavées, ramassées et découpées, voilà déjà nos salades en restaurants.",,2017-07-13 11:10:00,1273,502,94,1125,71,49,25,3,0,"['apres', 'avoir', 'lav', 'ramass', 'découp', 'voilà', 'déjà', 'salad', 'restaur']"
1370610312994541.0,<3,,2017-07-12 11:15:00,6571,840,359,0,0,0,0,0,0,[]
1364749836913922.0,La pause glacée Very Parfaite !,,2017-07-11 11:10:00,1194,329,0,0,0,0,0,0,0,"['paus', 'glac', 'parfait']"
1367850766603829.0,Qu'est ce qui est jaune et qu'on attend avec impatience à la pause dej ?,,2017-07-08 15:13:43,2771,1172,0,0,0,0,0,0,0,"['jaun', 'attend', 'impatient', 'paus', 'dej']"
1359976110724628.0,"Allez, on se met à la page ! Deux nouveaux livres signés Marc Levy sont à découvrir dans le Happy Meal",,2017-07-08 11:05:00,1087,147,93,0,0,0,0,0,0,"['allez', 'met', 'pag', 'deux', 'nouveau', 'livr', 'sign', 'marc', 'levy', 'découvr', 'happy', 'meal']"
1365845373471035.0,C’est l’été ☀! Le moment idéal pour s’amuser en famille avec les cadeaux exclusifs Moi Moche et Méchant 3 😉,,2017-07-07 11:10:00,5599,4003,416,5145,27,349,20,51,7,"['moment', 'idéal', 'amus', 'famill', 'cadeau', 'exclus', 'moch', 'mech']"
1364722480249991.0,Bravo à tous nos bacheliers… et pensée particulière pour tous ceux qui sont au repêchage 💪,,2017-07-05 12:28:35,421,74,0,0,0,0,0,0,0,"['bravo', 'tous', 'pens', 'particuli', 'tous', 'ceux', 'repêchag']"
1360047310717508.0,"La Fondation Ronald McDonald aide à préserver une vie de famille malgré la maladie d’un enfant. Découvrez le quotidien de la Maison des parents de Nantes :
La Fondation Ronald McDonald s'engage à protéger les fratries...
des bouleversements de la maladie pour préserver la vie de famille.
Découvrez le 60e numéro de ""Donne la main"", le mag de la Fondation Ronald McDonald.
See more at
s3.amazonaws.com","La Fondation Ronald McDonald s'engage à protéger les fratries...
des bouleversements de la maladie pour préserver la vie de famille.
Découvrez le 60e numéro de ""Donne la main"", le mag de la Fondation Ronald McDonald.
See more at
s3.amazonaws.com",2017-06-30 17:07:36,20,10,1,16,0,4,0,0,0,"['fondat', 'ronald', 'mcdonald', 'aid', 'préserv', 'vi', 'famill', 'malgr', 'malad', 'enfant', 'découvr', 'quotidien', 'maison', 'parent', 'nant', 'fondat', 'ronald', 'mcdonald', 'proteg', 'fratr', 'boulevers', 'malad', 'préserv', 'vi', 'famill', 'découvr', 'numéro', 'don', 'main', 'mag', 'fondat', 'ronald', 'mcdonald', 'se']"
1357675970954642.0,Bananaaaaaa ! Vous ne rêvez pas : ils sont bien de retour dans votre Happy Meal ! 😀,,2017-06-28 17:16:33,8127,7323,641,7125,200,733,27,35,5,"['bananaaaaa', 'rêv', 'bien', 'retour', 'happy', 'meal']"
1345775898811316.0,❤️ #AvisDeRecherche ❤️,,2017-06-26 10:00:00,216,118,20,0,0,0,0,0,0,['avisderecherch']
1350587591663480.0,Montez le son 🔊 : les French Fuse et McDonald’s vous ont concocté le tube de l’été ! 👇,,2017-06-21 11:00:00,12756,2532,2363,0,0,0,0,0,0,"['mont', 'french', 'fus', 'mcdonald', 'concoct', 'tub']"
1350298945025678.0,🍔🍟 ➡ 🎧🎹 On ne vous en dit pas plus… ! Rendez-vous demain sur notre page 😉,,2017-06-20 17:30:00,165,11,0,0,0,0,0,0,0,"['dit', 'demain', 'pag']"
1345810848807821.0,"En toutes situations, ils restent les meilleurs : bonne fête à tous les papas ! ❤",,2017-06-18 10:25:00,1260,171,0,0,0,0,0,0,0,"['tout', 'situat', 'restent', 'meilleur', 'bon', 'fêt', 'tous', 'pap']"
1346508932071346.0,"Tentez de gagner l’une des 5 affiches réalisées par Tyrsa !
Retrouvez quel ingrédient pourtant présent dans le sandwich n'a pas été écrit par Tyrsa !",,2017-06-16 11:00:00,895,498,57,0,0,0,0,0,0,"['tent', 'gagn', 'affich', 'réalis', 'tyrs', 'retrouv', 'quel', 'ingrédient', 'pourt', 'présent', 'sandwich', 'écrit', 'tyrs']"
1345660508822855.0,#BAC2017,,2017-06-15 11:39:16,611,135,0,0,0,0,0,0,0,[]
1342721405783432.0,Le sandwich Signature by McDonald's™ Blue Cheese & Bacon : il va marquer de son empreinte votre restaurant McDonald’s 😋,,2017-06-13 10:55:00,15653,8054,0,0,0,0,0,0,0,"['sandwich', 'signatur', 'blu', 'chees', 'bacon', 'va', 'marqu', 'empreint', 'restaur', 'mcdonald']"
1338021662920073.0,Aujourd’hui on va faire bouger les matheux 📐 avec les Smart Lessons et viser la mention TB en twerk. 🎶 #SoyezMalinsAvecMcFirst,,2017-06-11 10:55:00,8348,4910,933,0,0,0,0,0,0,"['aujourd', 'hui', 'va', 'fair', 'boug', 'matheux', 'smart', 'lesson', 'vis', 'mention', 'tb', 'twerk', 'soyezmalinsavecmcfirst']"
1339977706057802.0,#ValeurSure 😁,,2017-06-09 11:12:00,582,262,49,512,0,63,1,6,0,['valeursur']
1338021276253445.0,C’est acide. C’est basique. C’est l’acido-basique. Et c’est la base pour réviser la chimie ⚗ avec les Smart Lessons. #SoyezMalinsAvecMcFirst,,2017-06-08 10:58:00,5787,2357,607,4812,676,255,19,21,4,"['acid', 'basiqu', 'bas', 'révis', 'chim', 'smart', 'lesson', 'soyezmalinsavecmcfirst']"
1331143320274574.0,"Parce que vous l'avez chéri, espéré, demandé ... Il revient dès aujourd'hui ! 🙌",,2017-06-06 11:05:00,2883,1740,0,0,0,0,0,0,0,"['parc', 'cher', 'esper', 'demand', 'revient', 'des']"
1333377370051169.0,"Pas besoin de flipper 😱 pour vos révisions : tous à vos bouteilles, on va apprendre avec les Smart Lessons.
#SoyezMalinsAvecMcFirst",,2017-06-03 09:00:00,9322,6458,1062,7937,1067,228,24,55,11,"['besoin', 'flipp', 'révis', 'tous', 'bouteil', 'va', 'apprendr', 'smart', 'lesson', 'soyezmalinsavecmcfirst']"
1328520063870233.0,"Tentez de gagner des jouets Happy Meal Nerf ! Pour participer, postez votre capture d’écran lorsque la toupie passe sur le chiffre 💯. Bonne chance ! 🍀",,2017-05-31 17:30:00,1668,4780,333,1551,9,91,5,10,2,"['tent', 'gagn', 'jouet', 'happy', 'meal', 'nerf', 'particip', 'post', 'captur', 'écran', 'lorsqu', 'toup', 'pass', 'chiffr', 'bon', 'chanc']"
1328518963870343.0,Faites une capture d’écran lorsque la toupie passe sur le chiffre 💯 et postez-la en commentaires pour tenter de gagner des jouets Nerf ! A vous de jouer !,,2017-05-31 11:00:00,1447,6602,272,1342,38,57,5,3,2,"['fait', 'captur', 'écran', 'lorsqu', 'toup', 'pass', 'chiffr', 'commentair', 'tent', 'gagn', 'jouet', 'nerf', 'jou']"
1329281317127441.0,"Aujourd’hui, on ne va pas faire comme DAB. On va apprendre avec les Smart Lessons 👇 #SoyezMalinsAvecMcFirst",,2017-05-30 17:00:00,7972,5954,1167,6449,1151,277,44,11,39,"['aujourd', 'hui', 'va', 'fair', 'comm', 'dab', 'va', 'apprendr', 'smart', 'lesson', 'soyezmalinsavecmcfirst']"
1324356794286560.0,Bonne journée à tous nos geeks qu'on voit en restaurant même si eux ne nous voient pas :),,2017-05-25 10:58:00,500,160,71,366,115,13,3,0,0,"['bon', 'journ', 'tous', 'geek', 'voit', 'restaur', 'si', 'voient']"
1314966768558896.0,"Certains disent que c'est le must du must, et vous ?",,2017-05-20 10:58:00,6262,2449,0,0,0,0,0,0,0,"['certain', 'disent', 'must', 'must']"
1311942542194652.0,On a tous cet ami prêt à tout pour rendre service…😉,,2017-05-19 14:05:00,20396,3608,1077,17840,1663,857,12,16,5,"['tous', 'cet', 'ami', 'prêt', 'tout', 'rendr']"
1316819685040271.0,Toutes nos félicitations !,,2017-05-17 16:30:48,10209,10762,0,0,0,0,0,0,0,"['tout', 'félicit']"
1311022772286629.0,"Superman et Wonder Woman se défient au bras de fer 💪 : à votre avis, qui l'emporte ?",,2017-05-15 17:25:00,1055,527,131,967,28,41,12,4,2,"['superman', 'wond', 'woman', 'défient', 'bras', 'fer', 'avis']"
1311952402193666.0,Un vent printanier souffle dans nos restaurants : les Grandes Salades vous attendent chez McDonald’s !,,2017-05-11 17:28:00,484,161,71,447,1,34,1,1,0,"['vent', 'printani', 'souffl', 'restaur', 'grand', 'salad', 'attendent', 'chez', 'mcdonald']"
1311019578953615.0,"A votre avis, à la battle du regard 👀, qui craque le premier entre Batman et Batgirl ?",,2017-05-10 10:57:00,929,518,138,845,19,51,11,2,1,"['avis', 'battl', 'regard', 'craqu', 'premi', 'entre', 'batman', 'batgirl']"
1310229252365981.0,"Mis à part nos décas, tous nos cafés sont moulus à la commande et issus de plantations vérifiées 🐸Rainforest Alliance. Deux bonnes raisons de venir partager un café chez McDonald’s. ☕",,2017-05-09 11:07:54,106,6,29,104,0,2,0,0,0,"['mis', 'part', 'dec', 'tous', 'caf', 'moulus', 'command', 'issus', 'plantat', 'vérifi', 'allianc', 'deux', 'bon', 'raison', 'ven', 'partag', 'caf', 'chez', 'mcdonald']"
1306907079364865.0,,,2017-05-06 10:58:00,6601,6789,395,5658,632,307,0,3,1,['nan']
1297835186938721.0,Seuls nos plus grands fans l’auront reconnu…,,2017-04-30 18:05:00,254,166,22,228,2,22,1,0,1,"['seul', 'plus', 'grand', 'fan']"
1295619027160337.0,"Le 280™ c’est tellement bon 😋 … Et en chanson, c'est encore meilleur ! 🎧",,2017-04-27 17:05:00,5196,2179,830,4215,537,375,19,37,13,"['tel', 'bon', 'chanson', 'encor', 'meilleur']"
1291076554281251.0,Succombez à un savoureux coulis à la … Framboise ! Le Very Parfait et le McFlurry™ vous attendent chez McDonald's,,2017-04-26 10:57:12,14089,8450,551,12121,25,1672,12,251,8,"['succomb', 'savour', 'coul', 'frambois', 'parf', 'attendent', 'chez', 'mcdonald']"
1297014210354152.0,1 Happy Meal = 1 film offert = 1 bon moment passé en famille avec les Schtroumpfs !,,2017-04-25 17:09:00,2249,404,271,2140,16,77,11,4,1,"['happy', 'meal', 'film', 'offert', 'bon', 'moment', 'pass', 'famill', 'schtroumpf']"
1293839174004989.0,Merci à tous d'avoir participé au graff interactif #NewYorkStreetFood !,,2017-04-22 18:29:36,179,19,20,0,0,0,0,0,0,"['merc', 'tous', 'particip', 'graff', 'interact', 'newyorkstreetfood']"
1289677551087818.0,"Vous êtes prêts ? Rendez-vous ce soir à 18h pour notre premier graff interactif, en direct de NYC 🗽 pour le lancement de #NewYorkStreetFood 👏🏻",,2017-04-21 08:04:00,1874,162,74,0,0,0,0,0,0,"['prêt', 'soir', 'premi', 'graff', 'interact', 'direct', 'nyc', 'lanc', 'newyorkstreetfood']"
1283182128404027.0,Décollage immédiat pour NYC ✈️ 🗽 ! A savourer dès aujourd’hui 😋 ! #NewYorkStreetFood,,2017-04-18 17:04:00,10266,6624,599,0,0,0,0,0,0,"['décollag', 'immédiat', 'nyc', 'savour', 'des', 'aujourd', 'hui', 'newyorkstreetfood']"
1281933598528880.0,Quand rien ne se passe comme prévu au ciné… Le McCafé va à coup sûr vous étonner 😉 #AVOUSDELEGOUTER,,2017-04-13 10:42:01,7047,442,1433,0,0,0,0,0,0,"['quand', 'rien', 'pass', 'comm', 'prévu', 'mccaf', 'va', 'coup', 'sûr', 'éton', 'avousdelegout']"
1273249766063930.0,"Parfois, le bonheur ne tient qu'à une frite...",,2017-04-09 10:58:00,348,147,46,312,7,28,0,0,1,"['parfois', 'bonheur', 'tient', 'frit']"
1261073853948188.0,On a forcément un ami prêt à tout pour un triple cheeseburger… 😂,,2017-04-07 10:48:00,294,188,31,246,32,15,1,0,0,"['forc', 'ami', 'prêt', 'tout', 'tripl']"
1274567175932189.0,Ça va Schtroumpfer dans votre Happy Meal !,,2017-04-05 17:29:00,5025,670,698,4747,63,198,10,3,4,"['ça', 'va', 'schtroumpf', 'happy', 'meal']"
1273329649389275.0,Utilisez le #McCafecestboncomme en commentaire pour que votre idée soit illustrée. On compte sur votre créativité !,,2017-04-04 11:10:34,630,239,50,582,13,24,9,2,0,"['utilis', 'mccafecestboncomm', 'commentair', 'idé', 'illustr', 'compt', 'créativ']"
1268538383201735.0,Cette semaine on vous offre votre café du matin ! Laissez-vous envahir par les effluves envoûtants d’un café 100% arabica ! #AVOUSDELEGOUTER,,2017-04-03 05:00:00,3286,1040,614,3113,38,101,23,7,4,"['cet', 'semain', 'offre', 'caf', 'matin', 'envah', 'effluv', 'envoût', 'caf', 'arabic', 'avousdelegout']"
1261073300614910.0,Certains ne veulent VRAIMENT pas le rater !,,2017-03-31 10:48:00,316,170,18,253,43,19,1,0,0,"['certain', 'veulent', 'vrai', 'rat']"
1261185500603690.0,Tous les chemins mènent chez McDo 😉,,2017-03-29 10:56:00,1723,1763,149,1529,97,90,6,1,0,"['tous', 'chemin', 'mènent', 'chez', 'mcdo']"
1261972773858296.0,Vous êtes sûr de vouloir remettre ça à demain ? #JourneeDeLaProcrastination,,2017-03-25 11:31:00,1227,281,0,0,0,0,0,0,0,"['sûr', 'vouloir', 'remettr', 'ça', 'demain', 'journeedelaprocrastin']"
1259368304118743.0,Tout schuuuuuuss pour le triple cheeseburger !,,2017-03-21 11:55:00,279,122,24,0,0,0,0,0,0,"['tout', 'schuuuuuuss', 'tripl', 'cheeseburg']"
1255941984461375.0,Plouf plouf... Lequel vous fera craquer aujourd'hui ? 😋,,2017-03-18 11:44:00,873,279,100,0,0,0,0,0,0,"['plouf', 'plouf', 'lequel', 'fer', 'craqu']"
1253675064688067.0,AUTO-BOTS transformation ! Les héros Transformers sont de retour dans le Happy Meal avec 4 figurines à collectionner ! 💪,,2017-03-15 18:25:29,748,156,108,0,0,0,0,0,0,"['transform', 'héros', 'transformer', 'retour', 'happy', 'meal', 'figurin', 'collection']"
1253673611354879.0,Envie d’un moment magique ? Retrouvez les My Little Pony en ce moment dans le Happy Meal :),,2017-03-15 11:48:00,1079,411,198,0,0,0,0,0,0,"['envi', 'moment', 'magiqu', 'retrouv', 'littl', 'pony', 'moment', 'happy', 'meal']"
1251141181608122.0,Un sandwich mythique et maintenant… Un album collector !,,2017-03-10 18:22:23,2875,1153,159,0,0,0,0,0,0,"['sandwich', 'mythiqu', 'album', 'collector']"
1248645461857694.0,Merci d'être comme vous êtes.,,2017-03-08 11:39:02,1073,116,83,0,0,0,0,0,0,"['merc', 'comm']"
1247982451923995.0,"🍔 + 🍔 + 🍔 = 3 fois plus de 😋
Le triple cheeseburger fait son grand retour !",,2017-03-07 18:53:00,2843,1623,173,0,0,0,0,0,0,"['fois', 'plus', 'tripl', 'cheeseburg', 'fait', 'grand', 'retour']"
1247138282008412.0,"Certains ne jurent que par son poulet mariné et frit, d'autres raffolent de sa sauce chargrill... Le Grand Premium Poulet est de retour chez McDonald's !",,2017-03-06 18:45:00,1283,680,123,0,0,0,0,0,0,"['certain', 'jurent', 'poulet', 'marin', 'frit', 'raffolent', 'sauc', 'chargrill', 'grand', 'premium', 'poulet', 'retour', 'chez', 'mcdonald']"
1244153532306887.0,": sɹnoɾnoʇ ʇsǝ,ɔ `Ͻ∀W ⅁I𐐒 un ǝɹnoʌɐs uo puɐnb",,2017-03-04 11:41:00,184,25,23,0,0,0,0,0,0,"['sɹnoɾnoʇ', 'ʇsǝ', 'ɔ', 'ǝɹnoʌɐ', 'uo', 'puɐnb']"
1243507629038144.0,Arrêtez-tout ! Le 280 est de retour avec une recette au Gruyère de France IGP 😋,,2017-03-03 11:27:01,15274,1087,0,0,0,0,0,0,0,"['retour', 'recet', 'gruyer', 'franc', 'igp']"
1242600985795475.0,"[Journée du compliment] Aujourd’hui, distribution de compliments pour tout le monde ! Cliquez sur l'image pour découvrir le vôtre et postez-le en commentaires :)",,2017-03-01 10:59:35,199,37,86,0,0,0,0,0,0,"['journ', 'compl', 'aujourd', 'hui', 'distribu', 'compl', 'tout', 'mond', 'cliqu', 'découvr', 'vôtr', 'commentair']"
1232213443500896.0,Quand tu ramènes McDo à la maison ...,,2017-02-27 18:03:00,982,273,45,0,0,0,0,0,0,"['quand', 'ramen', 'mcdo', 'maison']"
1235535979835309.0,Recette au chèvre ou Original : on est forcément bien avec le 280 👌,,2017-02-21 18:03:01,36339,8834,0,0,0,0,0,0,0,"['recet', 'chevr', 'original', 'forc', 'bien']"
1225413357514238.0,Mario et Luigi vous attendent en ce moment dans le Happy Meal !,,2017-02-18 11:27:00,2230,333,156,0,0,0,0,0,0,"['mario', 'luig', 'attendent', 'moment', 'happy', 'meal']"
1229515513770689.0,"Vos messages étaient 😍, d’autres 😂… Merci à tous pour vos mots doux, vous avez été au top ! ❤️",,2017-02-14 18:17:50,1690,883,96,1093,424,170,0,3,0,"['messag', 'autr', 'merc', 'tous', 'mot', 'doux', 'top']"
1228594347196139.0,"Envoyez-nous vos mots doux à ce numéro, on vous répond avec amour et on publie ici ce soir le best of des conversations !",,2017-02-14 10:00:05,545,728,0,0,0,0,0,0,0,"['mot', 'doux', 'numéro', 'répond', 'amour', 'publ', 'ici', 'soir', 'best', 'convers']"
1225410370847870.0,"Des personnages déjantés ✅
Des effets spéciaux incroyables ✅
Des actions à couper le souffle ✅
➡ Des films à dévorer en famille !",,2017-02-11 11:21:00,2338,236,285,2191,14,90,38,5,0,"['personnag', 'déjant', 'effet', 'spécial', 'incroi', 'action', 'coup', 'souffl', 'film', 'dévor', 'famill']"
1226142174108023.0,"Pour motiver votre homme à ramener McDo à la maison, identifiez-le en commentaire :)",,2017-02-10 12:02:00,5325,11193,1230,3496,1518,283,14,8,6,"['motiv', 'homm', 'ramen', 'mcdo', 'maison', 'commentair']"
1224627814259459.0,Ils vous avaient manqué ? Mario et Luigi sont de retour dans le Happy Meal !,,2017-02-08 11:57:00,7357,4889,1117,6705,77,511,19,41,4,"['manqu', 'mario', 'luig', 'retour', 'happy', 'meal']"
1223723744349866.0,❄️ Les indispensables pour passer de bonnes vacances ❄️,,2017-02-07 11:42:16,5247,435,0,0,0,0,0,0,0,"['indispens', 'pass', 'bon', 'vacanc']"
1218913168164257.0,Instant de joie infinie #Chandeleur #TousAVosPancakes,,2017-02-02 10:27:22,605,58,45,0,0,0,0,0,0,"['instant', 'joi', 'infin', 'chandeleur', 'tousavospancak']"
1216576385064602.0,Tutuuuute ... Le p'tit campagne débarque en restaurant !,,2017-01-31 11:51:01,587,148,0,0,0,0,0,0,0,"['tutuuuut', 'campagn', 'débarqu', 'restaur']"
1211048502284057.0,"Happy a besoin de vous ! Alignez les 3 masques Jibanyan, postez votre capture d’écran en commentaire et tentez de gagner un lot de 3 masques Yokai Watch !",,2017-01-25 16:49:00,947,1398,121,0,0,0,0,0,0,"['happy', 'besoin', 'align', 'masqu', 'jibanyan', 'post', 'captur', 'écran', 'commentair', 'tent', 'gagn', 'lot', 'masqu', 'yok', 'watch']"
1211048028950771.0,"Révélez vos super pouvoirs ! Alignez le bon masque sur le bon personnage, postez votre capture d’écran en commentaire et tentez de gagner un lot de masques Super Nanas ! 💪",,2017-01-25 11:36:00,837,915,86,0,0,0,0,0,0,"['rével', 'sup', 'pouvoir', 'align', 'bon', 'masqu', 'bon', 'personnag', 'post', 'captur', 'écran', 'commentair', 'tent', 'gagn', 'lot', 'masqu', 'sup', 'nan']"
1209980635724177.0,Cliquez sur l'image et agrandissez-la pour apercevoir les tout nouveaux P'TITS MUFFINS 🙂,,2017-01-24 11:36:00,160,39,0,0,0,0,0,0,0,"['cliqu', 'apercevoir', 'tout', 'nouveau', 'muffin']"
1207298532659054.0,On vous laisse en user et en abuser aujourd'hui sur Snapchat et n'oubliez pas de partager avec nous vos photos en commentaires ! #FiltreMcDo,,2017-01-21 09:52:00,2592,333,76,0,0,0,0,0,0,"['laiss', 'user', 'abus', 'snapchat', 'partag', 'photos', 'commentair', 'filtremcdo']"
1205220232866884.0,Happy vous fait les yeux doux :),,2017-01-18 11:22:00,1051,187,124,0,0,0,0,0,0,"['happy', 'fait', 'yeux', 'doux']"
1201298199925754.0,"""Tu n'ôteras point les cornichons du Big Mac"" #BonneRésolution",,2017-01-13 12:07:15,1026,462,52,0,0,0,0,0,0,"['point', 'cornichon', 'big', 'mac', 'bonnerésolu']"
1195797090475865.0,"""Tu ne piqueras point les frites du voisin"" #BonneRésolution",,2017-01-06 11:06:22,653,212,27,0,0,0,0,0,0,"['piqu', 'point', 'frit', 'voisin', 'bonnerésolu']"
1191857057536535.0,,,2017-01-03 11:19:00,310,30,13,0,0,0,0,0,0,['nan']
1189749124413995.0,"Pour motiver ton collègue à ramener McDo au bureau, tag-le :)
LEMOTIVATEURMCDONALDS.TUMBLR.COM
LE MOTIVATEUR McDONALD'S","LEMOTIVATEURMCDONALDS.TUMBLR.COM
LE MOTIVATEUR McDONALD'S",2017-01-02 11:20:08,1447,1065,322,0,0,0,0,0,0,"['motiv', 'collègu', 'ramen', 'mcdo', 'bureau', 'motiv', 'mcdonald']"
1171781972877377.0,#TeamDuLendemain,,2017-01-01 11:02:00,904,314,61,0,0,0,0,0,0,['teamdulendemain']
1172983286090579.0,,,2016-12-31 23:57:00,3271,156,138,3039,69,157,2,4,0,['nan']
1174304465958461.0,Pensée pour après-demain ... Voici le kit de survie à prévoir pour les lendemains difficiles !,,2016-12-30 17:59:03,5071,455,0,0,0,0,0,0,0,"['pens', 'voic', 'kit', 'surv', 'prévoir', 'lendemain', 'difficil']"
1182026575186250.0,"Pour motiver le meilleur de la bande à ramener McDo pour tout le monde, tag-le :)",,2016-12-28 11:07:00,12696,14813,1333,10606,1496,536,41,11,6,"['motiv', 'meilleur', 'band', 'ramen', 'mcdo', 'tout', 'mond']"
1171612919560949.0,L'affrontement suprême : Royal Cheese ou Big Mac ?,,2016-12-27 11:12:00,712,406,0,0,0,0,0,0,0,"['suprêm', 'royal', 'chees', 'big', 'mac']"
1171781489544092.0,Alors alors qu'avez-vous reçu de beau à Noël ???? #OnVeutToutSavoir,,2016-12-26 11:03:00,3805,232,0,0,0,0,0,0,0,"['alor', 'alor', 'reçu', 'beau', 'noël', 'onveuttoutsavoir']"
1171612029561038.0,On vous souhaite à tous de très belles fêtes de Noël !,,2016-12-25 10:09:00,972,32,0,0,0,0,0,0,0,"['souhait', 'tous', 'tres', 'bel', 'fêt', 'noël']"
1171606359561605.0,"❄️ C'est l'hiver, vite vite on se réchauffe les mains ❄️",,2016-12-21 16:47:34,255,19,18,238,5,12,0,0,0,"['vit', 'vit', 'réchauff', 'main']"
